延ばす,のばす,6thGrade1.png,6thGrade1.mp3
遺伝,いでん,6thGrade2.png,6thGrade2.mp3
宇宙,うちゅう,6thGrade3.png,6thGrade3.mp3
地域,ちいき,6thGrade4.png,6thGrade4.mp3
灰皿,はいざら,6thGrade5.png,6thGrade5.mp3
延期,えんき,6thGrade6.png,6thGrade6.mp3
沿う,そう,6thGrade7.png,6thGrade7.mp3
沿線,えんせん,6thGrade8.png,6thGrade8.mp3
異なる,ことなる,6thGrade9.png,6thGrade9.mp3
映画館,えいがかん,6thGrade10.png,6thGrade10.mp3
我,われ,6thGrade11.png,6thGrade11.mp3
灰色,はいいろ,6thGrade12.png,6thGrade12.mp3
延びる,のびる,6thGrade13.png,6thGrade13.mp3
拡大,かくだい,6thGrade14.png,6thGrade14.mp3
映る,うつる,6thGrade15.png,6thGrade15.mp3
異議,いぎ,6thGrade16.png,6thGrade16.mp3
映す,うつす,6thGrade17.png,6thGrade17.mp3
遺産,いさん,6thGrade18.png,6thGrade18.mp3
流域,りゅういき,6thGrade19.png,6thGrade19.mp3
異義語,いぎご,6thGrade20.png,6thGrade20.mp3
割る,わる,6thGrade21.png,6thGrade21.mp3
革命,かくめい,6thGrade22.png,6thGrade22.mp3
切り株,きりかぶ,6thGrade23.png,6thGrade23.mp3
割合,わりあい,6thGrade24.png,6thGrade24.mp3
改革,かいかく,6thGrade25.png,6thGrade25.mp3
干満,かんまん,6thGrade26.png,6thGrade26.mp3
干す,ほす,6thGrade27.png,6thGrade27.mp3
絵巻物,えまきもの,6thGrade28.png,6thGrade28.mp3
巻く,まく,6thGrade29.png,6thGrade29.mp3
看病,かんびょう,6thGrade30.png,6thGrade30.mp3
巻末,かんまつ,6thGrade31.png,6thGrade31.mp3
簡単,かんたん,6thGrade32.png,6thGrade32.mp3
机,つくえ,6thGrade33.png,6thGrade33.mp3
指揮者,しきしゃ,6thGrade34.png,6thGrade34.mp3
割れる,われる,6thGrade35.png,6thGrade35.mp3
危険,きけん,6thGrade36.png,6thGrade36.mp3
看板,かんばん,6thGrade37.png,6thGrade37.mp3
発揮,はっき,6thGrade38.png,6thGrade38.mp3
危ない,あぶない,6thGrade39.png,6thGrade39.mp3
天守閣,てんしゅかく,6thGrade40.png,6thGrade40.mp3
吸う,すう,6thGrade41.png,6thGrade41.mp3
貴重,きちょう,6thGrade42.png,6thGrade42.mp3
疑う,うたがう,6thGrade43.png,6thGrade43.mp3
疑問,ぎもん,6thGrade44.png,6thGrade44.mp3
供える,そなえる,6thGrade45.png,6thGrade45.mp3
吸入,きゅうにゅう,6thGrade46.png,6thGrade46.mp3
胸,むね,6thGrade47.png,6thGrade47.mp3
敬語,けいご,6thGrade48.png,6thGrade48.mp3
勤める,つとめる,6thGrade49.png,6thGrade49.mp3
試供品,しきょうひん,6thGrade50.png,6thGrade50.mp3
筋,すじ,6thGrade51.png,6thGrade51.mp3
胸囲,きょうい,6thGrade52.png,6thGrade52.mp3
勤勉,きんべん,6thGrade53.png,6thGrade53.mp3
強度,きょうど,6thGrade54.png,6thGrade54.mp3
敬う,うやまう,6thGrade55.png,6thGrade55.mp3
通勤,つうきん,6thGrade56.png,6thGrade56.mp3
お供,おとも,6thGrade57.png,6thGrade57.mp3
筋肉,きんにく,6thGrade58.png,6thGrade58.mp3
敬礼,けいれい,6thGrade59.png,6thGrade59.mp3
太陽系,たいようけい,6thGrade60.png,6thGrade60.mp3
権力,けんりょく,6thGrade61.png,6thGrade61.mp3
憲章,けんしょう,6thGrade62.png,6thGrade62.mp3
激しく,はげしく,6thGrade63.png,6thGrade63.mp3
急激な,きゅうげきな,6thGrade64.png,6thGrade64.mp3
絹,きぬ,6thGrade65.png,6thGrade65.mp3
権利,けんり,6thGrade66.png,6thGrade66.mp3
演劇,えんげき,6thGrade67.png,6thGrade67.mp3
憲法,けんぽう,6thGrade68.png,6thGrade68.mp3
感激,かんげき,6thGrade69.png,6thGrade69.mp3
深呼吸,しんこきゅう,6thGrade70.png,6thGrade70.mp3
厳しい,きびしい,6thGrade71.png,6thGrade71.mp3
厳重,げんじゅう,6thGrade72.png,6thGrade72.mp3
警備,けいび,6thGrade73.png,6thGrade73.mp3
自己しょうかい,じこしょうかい,6thGrade74.png,6thGrade74.mp3
源,みなもと,6thGrade75.png,6thGrade75.mp3
資源,しげん,6thGrade76.png,6thGrade76.mp3
穴,あな,6thGrade77.png,6thGrade77.mp3
厳守,げんしゅ,6thGrade78.png,6thGrade78.mp3
呼ぶ,よぶ,6thGrade79.png,6thGrade79.mp3
警察官,けいさつかん,6thGrade80.png,6thGrade80.mp3
降りる,おりる,6thGrade81.png,6thGrade81.mp3
誤字,ごじ,6thGrade82.png,6thGrade82.mp3
誤る,あやまる,6thGrade83.png,6thGrade83.mp3
皇后,こうごう,6thGrade84.png,6thGrade84.mp3
骨折,こっせつ,6thGrade85.png,6thGrade85.mp3
紅茶,こうちゃ,6thGrade86.png,6thGrade86.mp3
穀類,こくるい,6thGrade87.png,6thGrade87.mp3
法王,ほうおう,6thGrade88.png,6thGrade88.mp3
刻む,きざむ,6thGrade89.png,6thGrade89.mp3
降水量,こうすいりょう,6thGrade90.png,6thGrade90.mp3
降る,ふる,6thGrade91.png,6thGrade91.mp3
口紅,くちべに,6thGrade92.png,6thGrade92.mp3
紅白,こうはく,6thGrade93.png,6thGrade93.mp3
鋼鉄,こうてつ,6thGrade94.png,6thGrade94.mp3
骨,ほね,6thGrade95.png,6thGrade95.mp3
時刻,じこく,6thGrade96.png,6thGrade96.mp3
皇居,こうきょ,6thGrade97.png,6thGrade97.mp3
穀物,こくもつ,6thGrade98.png,6thGrade98.mp3
鉄骨,てっこつ,6thGrade99.png,6thGrade99.mp3
親孝行,おやこうこう,6thGrade100.png,6thGrade100.mp3
貧困,ひんこん,6thGrade101.png,6thGrade101.mp3
砂鉄,さてつ,6thGrade102.png,6thGrade102.mp3
済ます,すます,6thGrade103.png,6thGrade103.mp3
座席,ざせき,6thGrade104.png,6thGrade104.mp3
困る,こまる,6thGrade105.png,6thGrade105.mp3
砂場,すなば,6thGrade106.png,6thGrade106.mp3
砂山,すなやま,6thGrade107.png,6thGrade107.mp3
経済,けいざい,6thGrade108.png,6thGrade108.mp3
